"Code","Description","Parent"
"52544","pražce železobeton.","5254"
"52545","pražce z betonu předpjatého","5254"
"52546","jiné konstrukce místo pražců","5254"
"52547","mostnice","5254"
"52548","podélné prahy","5254"
"52549","ostatní","5254"
"5255","tvar jiný od 20 do 45 kg/m","525"
"52551","pražce dřevěné měkké","5255"
"52552","pražce dřevěné tvrdé","5255"
"52553","pražce ocelové","5255"
"52554","pražce železobeton.","5255"
"52555","pražce z betonu předpjatého","5255"
"52556","jiné konstrukce místo pražců","5255"
"52557","mostnice","5255"
"52558","podélné prahy","5255"
"52559","ostatní","5255"
"5256","tvar jiný do 20 kg/m","525"
"52561","pražce dřevěné měkké","5256"
"52562","pražce dřevěné tvrdé","5256"
"52563","pražce ocelové","5256"
"52564","pražce železobeton.","5256"
"52565","pražce z betonu předpjatého","5256"
"52566","jiné konstrukce místo pražců","5256"
"52567","mostnice","5256"
"52568","podélné prahy","5256"
"52569","ostatní","5256"
"5257","žlábkové","525"
"52571","pražce dřevěné měkké","5257"
"52572","pražce dřevěné tvrdé","5257"
"52573","pražce ocelové","5257"
"52574","pražce železobeton.","5257"
"52575","pražce z betonu předpjatého","5257"
"52576","jiné konstrukce místo pražců","5257"
"52577","mostnice","5257"
"52578","podélné prahy","5257"
"52579","ostatní","5257"
"5258","bez materiálu","525"
"52581","pražce dřevěné měkké","5258"
"52582","pražce dřevěné tvrdé","5258"
"52583","pražce ocelové","5258"
"52584","pražce železobeton.","5258"
"52585","pražce z betonu předpjatého","5258"
"52586","jiné konstrukce místo pražců","5258"
"52587","mostnice","5258"
"52588","podélné prahy","5258"
"52589","ostatní","5258"
"5259","ostatní","525"
"52591","pražce dřevěné měkké","5259"
"52592","pražce dřevěné tvrdé","5259"
"52593","pražce ocelové","5259"
"52594","pražce železobeton.","5259"
"52595","pražce z betonu předpjatého","5259"
"52596","jiné konstrukce místo pražců","5259"
"52597","mostnice","5259"
"52598","podélné prahy","5259"
"52599","ostatní","5259"
"526","snesení koleje městské","52"
"5261","tvar R 65","526"
"52611","pražce dřevěné měkké","5261"
"52612","pražce dřevěné tvrdé","5261"
"52613","pražce ocelové","5261"
"52614","pražce železobeton.","5261"
"52615","pražce z betonu předpjatého","5261"
"52616","jiné konstrukce místo pražců","5261"
"52617","mostnice","5261"
"52618","podélné prahy","5261"
"52619","ostatní","5261"
"5262","tvar T","526"
"52621","pražce dřevěné měkké","5262"
"52622","pražce dřevěné tvrdé","5262"
"52623","pražce ocelové","5262"
"52624","pražce železobeton.","5262"
"52625","pražce z betonu předpjatého","5262"
"52626","jiné konstrukce místo pražců","5262"
"52627","mostnice","5262"
"52628","podélné prahy","5262"
"52629","ostatní","5262"
"5263","tvar S 49","526"
"52631","pražce dřevěné měkké","5263"
"52632","pražce dřevěné tvrdé","5263"
"52633","pražce ocelové","5263"
"52634","pražce železobeton.","5263"
"52635","pražce z betonu předpjatého","5263"
"52636","jiné konstrukce místo pražců","5263"
"52637","mostnice","5263"
"52638","podélné prahy","5263"
"52639","ostatní","5263"
"5264","tvar jiný od 45 kg/m","526"
"52641","pražce dřevěné měkké","5264"
"52642","pražce dřevěné tvrdé","5264"
"52643","pražce ocelové","5264"
"52644","pražce železobeton.","5264"
"52645","pražce z betonu předpjatého","5264"
"52646","jiné konstrukce místo pražců","5264"
"52647","mostnice","5264"
"52648","podélné prahy","5264"
"52649","ostatní","5264"
"5265","tvar jiný od 20 do 45 kg/m","526"
"52651","pražce dřevěné měkké","5265"
"52652","pražce dřevěné tvrdé","5265"
"52653","pražce ocelové","5265"
"52654","pražce železobeton.","5265"
"52655","pražce z betonu předpjatého","5265"
"52656","jiné konstrukce místo pražců","5265"
"52657","mostnice","5265"
"52658","podélné prahy","5265"
"52659","ostatní","5265"
"5266","tvar jiný do 20 kg/m","526"
"52661","pražce dřevěné měkké","5266"
"52662","pražce dřevěné tvrdé","5266"
"52663","pražce ocelové","5266"
"52664","pražce železobeton.","5266"
"52665","pražce z betonu předpjatého","5266"
"52666","jiné konstrukce místo pražců","5266"
"52667","mostnice","5266"
"52668","podélné prahy","5266"
"52669","ostatní","5266"
"5267","žlábkové","526"
"52671","pražce dřevěné měkké","5267"
"52672","pražce dřevěné tvrdé","5267"
"52673","pražce ocelové","5267"
"52674","pražce železobeton.","5267"
"52675","pražce z betonu předpjatého","5267"
"52676","jiné konstrukce místo pražců","5267"
"52677","mostnice","5267"
"52678","podélné prahy","5267"
"52679","ostatní","5267"
"5268","bez materiálu","526"
"52681","pražce dřevěné měkké","5268"
"52682","pražce dřevěné tvrdé","5268"
"52683","pražce ocelové","5268"
"52684","pražce železobeton.","5268"
"52685","pražce z betonu předpjatého","5268"
"52686","jiné konstrukce místo pražců","5268"
"52687","mostnice","5268"
"52688","podélné prahy","5268"
"52689","ostatní","5268"
"5269","ostatní","526"
"52691","pražce dřevěné měkké","5269"
"52692","pražce dřevěné tvrdé","5269"
"52693","pražce ocelové","5269"
"52694","pražce železobeton.","5269"
"52695","pražce z betonu předpjatého","5269"
"52696","jiné konstrukce místo pražců","5269"
"52697","mostnice","5269"
"52698","podélné prahy","5269"
"52699","ostatní","5269"
"527","snesení koleje úzkorozchodné","52"
"5271","tvar R 65","527"
"52711","pražce dřevěné měkké","5271"
"52712","pražce dřevěné tvrdé","5271"
"52713","pražce ocelové","5271"
"52714","pražce železobeton.","5271"
"52715","pražce z betonu předpjatého","5271"
"52716","jiné konstrukce místo pražců","5271"
"52717","mostnice","5271"
"52718","podélné prahy","5271"
"52719","ostatní","5271"
"5272","tvar T","527"
"52721","pražce dřevěné měkké","5272"
"52722","pražce dřevěné tvrdé","5272"
