"Code","Description","Parent"
"1271","tř. horniny 1-2","127"
"12711","ručně","1271"
"12715","strojně","1271"
"1272","tř. horniny 3","127"
"12721","ručně","1272"
"12725","strojně","1272"
"1273","tř. horniny 4","127"
"12731","ručně","1273"
"12735","strojně","1273"
"1274","tř. horniny 5","127"
"12741","ručně","1274"
"12745","strojně","1274"
"1275","tř. horniny 6","127"
"12751","ručně","1275"
"12755","strojně","1275"
"1276","tř. horniny 7","127"
"12761","ručně","1276"
"12765","strojně","1276"
"1277","tř. horniny 1-4","127"
"12771","ručně","1277"
"12775","strojně","1277"
"1278","tř. horniny 5-7","127"
"12781","ručně","1278"
"12785","strojně","1278"
"1279","ostatní","127"
"12791","ručně","1279"
"12795","strojně","1279"
"128","dolamování odkopávek","12"
"1281","tř. horniny 1-2","128"
"12811","ručně","1281"
"12815","strojně","1281"
"1282","tř. horniny 3","128"
"12821","ručně","1282"
"12825","strojně","1282"
"1283","tř. horniny 4","128"
"12831","ručně","1283"
"12835","strojně","1283"
"1284","tř. horniny 5","128"
"12841","ručně","1284"
"12845","strojně","1284"
"1285","tř. horniny 6","128"
"12851","ručně","1285"
"12855","strojně","1285"
"1286","tř. horniny 7","128"
"12861","ručně","1286"
"12865","strojně","1286"
"1287","tř. horniny 1-4","128"
"12871","ručně","1287"
"12875","strojně","1287"
"1288","tř. horniny 5-7","128"
"12881","ručně","1288"
"12885","strojně","1288"
"1289","ostatní","128"
"12891","ručně","1289"
"12895","strojně","1289"
"129","ostatní","12"
"1291","tř. horniny 1-2","129"
"12911","ručně","1291"
"12915","strojně","1291"
"1292","tř. horniny 3","129"
"12921","ručně","1292"
"12925","strojně","1292"
"1293","tř. horniny 4","129"
"12931","ručně","1293"
"12935","strojně","1293"
"1294","tř. horniny 5","129"
"12941","ručně","1294"
"12945","strojně","1294"
"1295","tř. horniny 6","129"
"12951","ručně","1295"
"12955","strojně","1295"
"1296","tř. horniny 7","129"
"12961","ručně","1296"
"12965","strojně","1296"
"1297","tř. horniny 1-4","129"
"12971","ručně","1297"
"12975","strojně","1297"
"1298","tř. horniny 5-7","129"
"12981","ručně","1298"
"12985","strojně","1298"
"1299","ostatní","129"
"12991","ručně","1299"
"12995","strojně","1299"
"13","hloubené vykopávky","1"
"131","hloubení jam","13"
"1311","tř. horniny 1-2","131"
"13111","ručně","1311"
"13115","strojně","1311"
"1312","tř. horniny 3","131"
"13121","ručně","1312"
"13125","strojně","1312"
"1313","tř. horniny 4","131"
"13131","ručně","1313"
"13135","strojně","1313"
"1314","tř. horniny 5","131"
"13141","ručně","1314"
"13145","strojně","1314"
"1315","tř. horniny 6","131"
"13151","ručně","1315"
"13155","strojně","1315"
"1316","tř. horniny 7","131"
"13161","ručně","1316"
"13165","strojně","1316"
"1317","tř. horniny 1-4","131"
"13171","ručně","1317"
"13175","strojně","1317"
"1318","tř. horniny 5-7","131"
"13181","ručně","1318"
"13185","strojně","1318"
"132","hloubení rýh","13"
"1321","tř. horniny 1-2","132"
"13211","ručně","1321"
"13215","strojně","1321"
"1322","tř. horniny 3","132"
"13221","ručně","1322"
"13225","strojně","1322"
"1323","tř. horniny 4","132"
"13231","ručně","1323"
"13235","strojně","1323"
"1324","tř. horniny 5","132"
"13241","ručně","1324"
"13245","strojně","1324"
"1325","tř. horniny 6","132"
"13251","ručně","1325"
"13255","strojně","1325"
"1326","tř. horniny 7","132"
"13261","ručně","1326"
"13265","strojně","1326"
"1327","tř. horniny 1-4","132"
"13271","ručně","1327"
"13275","strojně","1327"
"1328","tř. horniny 5-7","132"
"13281","ručně","1328"
"13285","strojně","1328"
"133","hloubení šachet","13"
"1331","tř. horniny 1-2","133"
"13311","ručně","1331"
"13315","strojně","1331"
"1332","tř. horniny 3","133"
"13321","ručně","1332"
"13325","strojně","1332"
"1333","tř. horniny 4","133"
"13331","ručně","1333"
"13335","strojně","1333"
"1334","tř. horniny 5","133"
"13341","ručně","1334"
"13345","strojně","1334"
"1335","tř. horniny 6","133"
"13351","ručně","1335"
"13355","strojně","1335"
"1336","tř. horniny 7","133"
"13361","ručně","1336"
"13365","strojně","1336"
"1337","tř. horniny 1-4","133"
"13371","ručně","1337"
"13375","strojně","1337"
"1338","tř. horniny 5-7","133"
"13381","ručně","1338"
"13385","strojně","1338"
"134","hloubení studní","13"
"1341","tř. horniny 1-2","134"
"13411","ručně","1341"
"13415","strojně","1341"
"1342","tř. horniny 3","134"
"13421","ručně","1342"
"13425","strojně","1342"
"1343","tř. horniny 4","134"
"13431","ručně","1343"
"13435","strojně","1343"
"1344","tř. horniny 5","134"
"13441","ručně","1344"
"13445","strojně","1344"
"1345","tř. horniny 6","134"
"13451","ručně","1345"
"13455","strojně","1345"
"1346","tř. horniny 7","134"
"13461","ručně","1346"
"13465","strojně","1346"
"1347","tř. horniny 1-4","134"
"13471","ručně","1347"
"13475","strojně","1347"
"1348","tř. horniny 5-7","134"
"13481","ručně","1348"
"13485","strojně","1348"
"136","hloubení v kesonech","13"
"1361","tř. horniny 1-2","136"
"13611","ručně","1361"
"13615","strojně","1361"
"1362","tř. horniny 3","136"
"13621","ručně","1362"
"13625","strojně","1362"
"1363","tř. horniny 4","136"
"13631","ručně","1363"
"13635","strojně","1363"
"1364","tř. horniny 5","136"
"13641","ručně","1364"
"13645","strojně","1364"
"1365","tř. horniny 6","136"
"13651","ručně","1365"
"13655","strojně","1365"
"1366","tř. horniny 7","136"
"13661","ručně","1366"
"13665","strojně","1366"
"1367","tř. horniny 1-4","136"
"13671","ručně","1367"
"13675","strojně","1367"
"1368","tř. horniny 5-7","136"
"13681","ručně","1368"
"13685","strojně","1368"
"137","hloubení šachtových pilířů a pilot","13"
"1371","tř. horniny 1-2","137"
"13711","ručně","1371"
"13715","strojně","1371"
"1372","tř. horniny 3","137"
"13721","ručně","1372"
"13725","strojně","1372"
"1373","tř. horniny 4","137"
"13731","ručně","1373"
"13735","strojně","1373"
"1374","tř. horniny 5","137"
"13741","ručně","1374"
"13745","strojně","1374"
"1375","tř. horniny 6","137"
"13751","ručně","1375"
"13755","strojně","1375"
"1376","tř. horniny 7","137"
"13761","ručně","1376"
"13765","strojně","1376"
"1377","tř. horniny 1-4","137"
"13771","ručně","1377"
"13775","strojně","1377"
"1378","tř. horniny 5-7","137"
"13781","ručně","1378"
"13785","strojně","1378"
"138","dolamování hloubených vykopávek","13"
"1381","tř. horniny 1-2","138"
"13811","ručně","1381"
"13815","strojně","1381"
"1382","tř. horniny 3","138"
"13821","ručně","1382"
"13825","strojně","1382"
"1383","tř. horniny 4","138"
"13831","ručně","1383"
"13835","strojně","1383"
"1384","tř. horniny 5","138"
"13841","ručně","1384"
"13845","strojně","1384"
"1385","tř. horniny 6","138"
"13851","ručně","1385"
"13855","strojně","1385"
"1386","tř. horniny 7","138"
"13861","ručně","1386"
"13865","strojně","1386"
"1387","tř. horniny 1-4","138"
"13871","ručně","1387"
"13875","strojně","1387"
